gene1,strand1,chrom1,gene2,strand2,chrom2,RNA_split_read_count,variant_count,DNA_split_reads_at_variants,variant_names,transcript_length,score
MTBP,antisense,8,RNU6-233P,sense,17,2,1,194,27153,428579,89.00
MTBP,antisense,8,RNU6-233P,sense,17,2,1,165,27152,428239,86.00
MTBP,antisense,8,RNU6-233P,antisense,17,2,3,165|40|107,27152|27160|27161,3650984,24.00
MTBP,antisense,8,RNU6-233P,antisense,17,2,3,165|107|40,27152|27161|27160,3650984,24.00
MTBP,antisense,8,RNU6-233P,sense,17,2,3,165|40|107,27152|27160|27161,3651124,24.00
MTBP,antisense,8,RNU6-233P,sense,17,2,3,165|107|40,27152|27161|27160,3651124,24.00
MTBP,sense,8,RNU6-233P,antisense,17,2,4,60|15|42|89,12255|12308|10007|27151,897263,21.00
MTBP,sense,8,RNU6-233P,antisense,17,2,4,60|15|10|89,12255|12308|10006|27151,898566,21.00
MTBP,sense,8,RNU6-233P,antisense,17,2,4,60|15|117|89,12255|12308|10009|27151,895971,21.00
MTBP,sense,8,RNU6-233P,sense,17,2,4,60|15|42|89,12255|12308|10007|27151,897403,21.00
MTBP,sense,8,RNU6-233P,sense,17,2,4,60|15|10|89,12255|12308|10006|27151,898706,21.00
MTBP,sense,8,RNU6-233P,sense,17,2,4,60|15|117|89,12255|12308|10009|27151,896111,21.00
RP11-1023L17.1,sense,5,RP11-497H16.6,sense,5,2,1,20,5431,53106021,22.00
RP11-1023L17.1,sense,5,RP11-497H16.6,sense,5,2,1,20,5431,53106021,22.00
RP11-1023L17.1,sense,5,RP11-497H16.6,antisense,5,2,1,20,5431,53101505,22.00
RP11-1023L17.1,sense,5,RP11-497H16.6,antisense,5,2,1,20,5431,53101505,22.00
RP11-1023L17.1,antisense,5,RP11-497H16.6,sense,5,2,1,20,5431,53025923,22.00
RP11-1023L17.1,antisense,5,RP11-497H16.6,sense,5,2,1,20,5431,53025923,22.00
RP11-1023L17.1,antisense,5,RP11-497H16.6,antisense,5,2,1,20,5431,53021407,22.00
RP11-1023L17.1,antisense,5,RP11-497H16.6,antisense,5,2,1,20,5431,53021407,22.00
RP11-1023L17.1,sense,5,RP11-497H16.6,sense,5,2,0,,,35563521,0.00
RP11-1023L17.1,sense,5,RP11-497H16.6,antisense,5,2,0,,,35559005,0.00
RP11-1023L17.1,antisense,5,RP11-497H16.6,sense,5,2,0,,,35643619,0.00
RP11-1023L17.1,antisense,5,RP11-497H16.6,antisense,5,2,0,,,35639103,0.00
RP11-1023L17.1,sense,5,RP11-497H16.5,antisense,5,2,1,20,5431,53148692,22.00
RP11-1023L17.1,sense,5,RP11-497H16.5,antisense,5,2,1,20,5431,53148692,22.00
RP11-1023L17.1,sense,5,RP11-497H16.5,sense,5,2,1,20,5431,53109813,22.00
RP11-1023L17.1,sense,5,RP11-497H16.5,sense,5,2,1,20,5431,53109813,22.00
RP11-1023L17.1,antisense,5,RP11-497H16.5,antisense,5,2,1,20,5431,53068594,22.00
RP11-1023L17.1,antisense,5,RP11-497H16.5,antisense,5,2,1,20,5431,53068594,22.00
RP11-1023L17.1,antisense,5,RP11-497H16.5,sense,5,2,1,20,5431,53029715,22.00
RP11-1023L17.1,antisense,5,RP11-497H16.5,sense,5,2,1,20,5431,53029715,22.00
RP11-1023L17.1,sense,5,RP11-497H16.5,antisense,5,2,0,,,35606192,0.00
RP11-1023L17.1,sense,5,RP11-497H16.5,sense,5,2,0,,,35567313,0.00
RP11-1023L17.1,antisense,5,RP11-497H16.5,antisense,5,2,0,,,35686290,0.00
RP11-1023L17.1,antisense,5,RP11-497H16.5,sense,5,2,0,,,35647411,0.00
PDE4DIP,sense,1,RP11-353N4.6,sense,1,2,0,,,4540600,0.00
PDE4DIP,sense,1,RP11-353N4.6,antisense,1,2,0,,,4499296,0.00
PDE4DIP,antisense,1,RP11-353N4.6,sense,1,2,0,,,4780629,0.00
PDE4DIP,antisense,1,RP11-353N4.6,antisense,1,2,0,,,4739325,0.00
PHF20,sense,20,PREX1,antisense,20,3,1,16,25085,184341,71.00
PHF20,sense,20,PREX1,antisense,20,3,3,10|10|24,25150|25086|24977,2162468,21.00
PHF20,sense,20,PREX1,antisense,20,3,2,10|24,25086|24977,1849252,21.00
PHF20,sense,20,PREX1,antisense,20,3,3,29|11|16,25047|24834|24920,2839498,21.00
PHF20,sense,20,PREX1,antisense,20,3,2,29|16,25047|24920,2244049,21.00
PHF20,sense,20,PREX1,sense,20,3,3,29|11|16,25047|24834|24920,3043128,21.00
PHF20,sense,20,PREX1,sense,20,3,2,29|16,25047|24920,2447679,21.00
MRPL13,antisense,8,SAMD12,antisense,8,6,1,60,12255,285229,106.00
MRPL13,sense,8,SAMD12,antisense,8,6,1,60,12255,220587,76.00
MRPL13,antisense,8,SAMD12,sense,8,6,1,15,12308,712064,71.00
MRPL13,sense,8,SAMD12,sense,8,6,3,12|20|49,14254|14791|14251,716776,21.00
MRPL13,sense,8,SAMD12,sense,8,6,3,12|41|49,14254|14792|14251,716692,21.00
MTBP,sense,8,SAMD12,antisense,8,21,1,60,12255,220589,76.00
MTBP,antisense,8,SAMD12,sense,8,21,3,14|19|37,10623|14274|14285,1103978,21.00
MTBP,antisense,8,SAMD12,sense,8,21,3,14|19|10,10623|14274|14286,1104519,21.00
MTBP,sense,8,SAMD12,sense,8,21,3,12|20|49,14254|14791|14251,716774,21.00
MTBP,sense,8,SAMD12,sense,8,21,3,12|41|49,14254|14792|14251,716690,21.00
PHF20,sense,20,RP4-723E3.1,sense,20,6,1,29,25047,181532,102.00
PHF20,antisense,20,RP4-723E3.1,antisense,20,6,2,37|35,25101|25020,4409760,23.00
PHF20,antisense,20,RP4-723E3.1,sense,20,6,3,17|11|13,25187|25352|25188,2298737,21.00
PHF20,antisense,20,RP4-723E3.1,antisense,20,6,2,13|35,25102|25020,4420037,21.00
PHF20,antisense,20,RP4-723E3.1,antisense,20,6,3,17|11|13,25187|25352|25188,2738523,21.00
PHF20,antisense,20,RP4-723E3.1,antisense,20,6,2,19|11,25174|25127,5750637,21.00
PHF20,sense,20,RP4-723E3.1,sense,20,6,3,10|11|13,25182|25352|25188,7742758,21.00
PHF20,sense,20,RP4-723E3.1,sense,20,6,3,17|11|13,25187|25352|25188,2477144,21.00
PHF20,sense,20,RP4-723E3.1,sense,20,6,3,16|16|11,25085|24920|24834,2842307,21.00
PHF20,sense,20,RP4-723E3.1,sense,20,6,2,16|16,25085|24920,2246858,21.00
PHF20,sense,20,RP4-723E3.1,antisense,20,6,2,10|11,25182|25127,4611442,21.00
PHF20,sense,20,RP4-723E3.1,antisense,20,6,2,16|16,25085|24920,2686644,21.00
PHF20,sense,20,RP4-723E3.1,antisense,20,6,2,16|24,25085|24977,3307700,21.00
