gene1,strand1,chrom1,gene2,strand2,chrom2,RNA_split_read_count,variant_count,DNA_split_reads_at_variants,variant_names,transcript_length,score
MLH1,antisense,3,MRPS10P2,antisense,3,12,1,46,3670,169233,104.00
MLH1,sense,3,MRPS10P2,sense,3,12,1,46,3670,241410,104.00
MLH1,antisense,3,MRPS10P2,sense,3,12,1,46,3670,168853,74.00
MLH1,sense,3,MRPS10P2,antisense,3,12,1,46,3670,241790,74.00
MLH1,antisense,3,MRPS10P2,antisense,3,12,4,15|45|24|46,3641|3696|3643|3670,20027059,21.00
MLH1,antisense,3,MRPS10P2,antisense,3,12,4,24|45|15|46,3643|3696|3641|3670,20027059,21.00
MLH1,antisense,3,MRPS10P2,sense,3,12,4,15|45|24|46,3641|3696|3643|3670,20026679,21.00
MLH1,antisense,3,MRPS10P2,sense,3,12,4,24|45|15|46,3643|3696|3641|3670,20026679,21.00
MLH1,sense,3,MRPS10P2,antisense,3,12,4,15|45|24|46,3641|3696|3643|3670,19954502,21.00
MLH1,sense,3,MRPS10P2,antisense,3,12,4,24|45|15|46,3643|3696|3641|3670,19954502,21.00
MLH1,sense,3,MRPS10P2,sense,3,12,4,15|45|24|46,3641|3696|3643|3670,19954122,21.00
MLH1,sense,3,MRPS10P2,sense,3,12,4,24|45|15|46,3643|3696|3641|3670,19954122,21.00
MTBP,antisense,8,RNU6-233P,antisense,17,2,1,194,27153,428719,119.00
MTBP,antisense,8,RNU6-233P,antisense,17,2,1,165,27152,428379,116.00
